,left_id,right_id,score
340,47202,91734,1.0
341,47194,73644,1.0
342,47157,16230,1.0
343,47149,59484,1.0
344,47149,59483,1.0
345,47143,7067,1.0
346,47135,53421,1.0
347,47122,57683,1.0
348,47122,57682,1.0
349,47118,31864,1.0
350,47282,76446,1.0
351,74849,19348,1.0
352,46529,21587,1.0
353,47341,69327,1.0
354,47565,54057,1.0
355,74824,29207,1.0
356,47552,228,1.0
357,47545,69214,1.0
358,47535,30588,1.0
359,74824,29208,1.0
360,74826,38407,1.0
361,47492,5350,1.0
362,47485,30092,1.0
363,74835,52064,1.0
364,74842,46565,1.0
365,47451,16078,1.0
366,47451,2744,1.0
367,47432,2105,1.0
368,47428,78767,1.0
369,47372,55126,1.0
370,47372,52260,1.0
371,47065,64895,1.0
372,47055,24505,1.0
373,47055,24504,1.0
374,47038,91179,1.0
375,75164,55565,1.0
376,46730,73097,1.0
377,46730,73096,1.0
378,46714,52452,1.0
379,75167,43914,1.0
380,46710,23308,1.0
381,75187,64235,1.0
382,46700,22091,1.0
383,46669,53099,1.0
384,46669,53098,1.0
385,46639,70896,1.0
386,46639,70895,1.0
387,75229,30649,1.0
388,75232,75311,1.0
389,46607,67567,1.0
390,46607,67565,1.0
391,75251,56400,1.0
392,46749,61006,1.0
393,46749,61007,1.0
394,46752,40540,1.0
395,47002,53273,1.0
396,74995,43294,1.0
397,47025,6292,1.0
398,75046,90899,1.0
399,75046,91529,1.0
400,47016,81631,1.0
401,47008,90686,1.0
402,75049,6302,1.0
403,75063,39260,1.0
404,75139,90117,1.0
405,75066,79137,1.0
406,75067,80193,1.0
407,75116,27912,1.0
408,46893,80230,1.0
409,46887,23691,1.0
410,46784,16630,1.0
411,46784,16085,1.0
412,47573,66072,1.0
413,74811,82216,1.0
414,74754,15274,1.0
415,48250,60267,1.0
416,74419,68741,1.0
417,74436,86588,1.0
418,74450,19436,1.0
419,74450,21898,1.0
420,48388,43588,1.0
421,48388,43587,1.0
422,48381,80284,1.0
423,48334,61663,1.0
424,48334,58002,1.0
425,48332,430,1.0
426,48325,75711,1.0
427,48325,75698,1.0
428,48317,55500,1.0
429,48305,15968,1.0
430,74490,64691,1.0
431,74551,88006,1.0
432,74551,89587,1.0
433,48543,85923,1.0
434,48551,28183,1.0
435,48577,65789,1.0
436,48688,67924,1.0
437,48730,52007,1.0
438,48730,51677,1.0
439,48727,55566,1.0
440,48718,24765,1.0
441,48718,24538,1.0
442,48705,55920,1.0
443,48698,35930,1.0
444,48664,74125,1.0
445,48580,37454,1.0
446,48651,77687,1.0
447,48630,29313,1.0
448,74398,79273,1.0
449,48599,76921,1.0
450,48599,76899,1.0
451,48598,36445,1.0
452,48580,37457,1.0
453,48250,60268,1.0
454,48241,61041,1.0
455,47698,5649,1.0
456,48145,55922,1.0
457,47844,8463,1.0
458,74726,7635,1.0
459,47836,25904,1.0
460,47811,61588,1.0
461,47811,60943,1.0
462,47803,42173,1.0
463,74726,10918,1.0
464,74750,67443,1.0
465,47782,65279,1.0
466,47765,59520,1.0
467,47764,11710,1.0
468,47763,10839,1.0
469,47708,74666,1.0
470,47705,82384,1.0
471,47705,81473,1.0
472,47701,54560,1.0
473,47698,5650,1.0
474,47855,34236,1.0
475,47855,34237,1.0
476,74722,10014,1.0
477,74572,2293,1.0
478,48145,55921,1.0
479,48132,57160,1.0
480,48128,47916,1.0
481,48128,46116,1.0
482,48122,74880,1.0
483,48122,74879,1.0
484,74563,78374,1.0
485,74585,82711,1.0
486,74713,54860,1.0
487,48009,91489,1.0
488,48007,32510,1.0
489,74606,71058,1.0
490,74635,13231,1.0
491,47954,75002,1.0
492,47944,54915,1.0
493,74688,56250,1.0
494,46559,67478,1.0
495,46496,70479,1.0
496,44520,58313,1.0
497,75719,71534,1.0
498,75725,569,1.0
499,45338,56740,1.0
500,45317,80755,1.0
501,75793,54638,1.0
502,45274,66189,1.0
503,45274,66188,1.0
504,45168,73747,1.0
505,45168,73746,1.0
506,45144,30102,1.0
507,45143,46199,1.0
508,45118,32029,1.0
509,45115,60323,1.0
510,75841,69843,1.0
511,75841,70258,1.0
512,45086,36667,1.0
513,45086,36666,1.0
514,75868,64719,1.0
515,75724,80147,1.0
516,45356,43401,1.0
517,46493,60128,1.0
518,45356,43402,1.0
519,45517,83304,1.0
520,45517,83190,1.0
521,45500,9834,1.0
522,45459,66828,1.0
523,45447,38569,1.0
524,75651,69052,1.0
525,45439,71701,1.0
526,45439,69747,1.0
527,45426,78518,1.0
528,45417,45329,1.0
529,45404,78516,1.0
530,75688,76242,1.0
531,75714,79038,1.0
532,45399,59677,1.0
533,45379,72656,1.0
534,45364,7087,1.0
535,45361,60315,1.0
536,75930,72543,1.0
537,75930,72544,1.0
538,45010,71576,1.0
539,44984,34835,1.0
540,44789,85176,1.0
541,76039,16303,1.0
542,76045,4403,1.0
543,44755,60960,1.0
544,44727,8910,1.0
545,44719,28509,1.0
546,76045,5119,1.0
547,44704,83790,1.0
548,44678,78311,1.0
549,44669,77785,1.0
550,44665,90744,1.0
551,44643,51964,1.0
552,44611,22644,1.0
553,76050,14176,1.0
554,44565,65407,1.0
555,44559,86363,1.0
556,76050,14182,1.0
557,44799,54865,1.0
558,44799,58038,1.0
559,76035,66663,1.0
560,44933,86440,1.0
561,75937,79131,1.0
562,75951,32361,1.0
563,44968,26159,1.0
564,75964,70650,1.0
565,44953,53554,1.0
566,75996,77081,1.0
567,44933,86441,1.0
568,44930,68385,1.0
569,76016,37851,1.0
570,44915,74014,1.0
571,44915,74013,1.0
572,44908,15031,1.0
573,44908,15030,1.0
574,44904,80881,1.0
575,76016,37850,1.0
576,44852,1073,1.0
577,45528,91446,1.0
578,45529,76022,1.0
579,45529,76023,1.0
580,46051,7937,1.0
581,46257,68234,1.0
582,75341,85454,1.0
583,46231,39477,1.0
584,75362,70917,1.0
585,75389,45798,1.0
586,46175,78873,1.0
587,46175,78869,1.0
588,46171,5252,1.0
589,46167,6113,1.0
590,46151,81668,1.0
591,46151,81667,1.0
592,75389,45799,1.0
593,63485,72441,1.0
594,46136,62258,1.0
595,75418,70249,1.0
596,46098,50144,1.0
597,75432,50848,1.0
598,46257,71803,1.0
599,46260,71762,1.0
600,46260,71763,1.0
601,46392,48661,1.0
602,46493,59331,1.0
603,46482,78612,1.0
604,46482,78607,1.0
605,46480,41552,1.0
606,46442,63478,1.0
607,46442,63477,1.0
608,75329,15474,1.0
609,46385,75790,1.0
610,46305,53844,1.0
611,46383,70862,1.0
612,46383,69440,1.0
613,46370,11896,1.0
614,46369,80046,1.0
615,75329,15475,1.0
616,46345,13113,1.0
617,46305,53845,1.0
618,75452,57828,1.0
619,75463,8064,1.0
620,45554,15327,1.0
621,75475,83466,1.0
622,45747,10406,1.0
623,45717,39964,1.0
624,45717,38253,1.0
625,45675,23845,1.0
626,75606,4015,1.0
627,45649,52199,1.0
628,75606,4016,1.0
629,75614,34178,1.0
630,45617,14115,1.0
631,45617,14114,1.0
632,75616,86482,1.0
633,45580,17052,1.0
634,45580,11279,1.0
635,45577,70032,1.0
636,45570,51316,1.0
637,45566,40943,1.0
638,45566,40942,1.0
639,45747,13784,1.0
640,45758,17931,1.0
641,45830,56927,1.0
642,75490,76038,1.0
643,75475,83467,1.0
644,75489,79968,1.0
645,46003,35302,1.0
646,46002,60174,1.0
647,45978,2495,1.0
648,45978,2494,1.0
649,45974,91062,1.0
650,75497,7312,1.0
651,45836,31220,1.0
652,45946,51645,1.0
653,45946,51571,1.0
654,45944,32432,1.0
655,45944,31734,1.0
656,45930,89928,1.0
657,45927,17541,1.0
658,75584,33807,1.0
659,40078,70058,1.0
660,40071,56511,1.0
661,40049,87343,1.0
662,80666,30631,1.0
663,80672,6137,1.0
664,80710,51557,1.0
665,33706,8506,1.0
666,33706,5282,1.0
667,33696,56992,1.0
668,33696,56991,1.0
669,80764,7793,1.0
670,33686,57875,1.0
671,33686,56801,1.0
672,33682,73503,1.0
673,33658,55299,1.0
674,33644,19642,1.0
675,33608,41569,1.0
676,33592,89515,1.0
677,80776,24337,1.0
678,80783,42550,1.0
679,80789,28422,1.0
680,33726,56853,1.0
681,80666,30431,1.0
682,81010,90819,1.0
683,33747,70579,1.0
684,33930,27375,1.0
685,33930,27374,1.0
686,33926,48056,1.0
687,33921,12796,1.0
688,33917,34218,1.0
689,33898,23143,1.0
690,33898,23142,1.0
691,33877,63961,1.0
692,33844,28331,1.0
693,80604,64603,1.0
694,80627,2708,1.0
695,80642,28886,1.0
696,80642,28887,1.0
697,33797,74784,1.0
698,33797,74783,1.0
699,33781,84682,1.0
700,33764,84483,1.0
701,33505,77122,1.0
702,33501,46305,1.0
703,33501,46304,1.0
704,80806,76934,1.0
705,80854,39654,1.0
706,80854,41363,1.0
707,33223,83937,1.0
708,33223,83936,1.0
709,33190,615,1.0
710,80855,29876,1.0
711,80870,56331,1.0
712,33128,55710,1.0
713,33128,55709,1.0
714,33125,9343,1.0
715,33125,9342,1.0
716,80873,74310,1.0
717,80873,74311,1.0
718,80892,8662,1.0
719,33033,75249,1.0
720,33027,33455,1.0
721,81010,90818,1.0
722,33230,4095,1.0
723,33230,4098,1.0
724,33234,78008,1.0
725,33375,56779,1.0
726,80806,76935,1.0
727,80828,1050,1.0
728,80828,1108,1.0
729,33453,13860,1.0
730,67834,34252,1.0
731,33426,56725,1.0
732,33383,83181,1.0
733,33372,71306,1.0
734,33234,78009,1.0
735,80829,84718,1.0
736,33346,24426,1.0
737,33315,40201,1.0
738,33308,55030,1.0
739,80836,19547,1.0
740,80837,9751,1.0
741,33242,3836,1.0
742,33931,66612,1.0
743,34001,36129,1.0
744,34004,65950,1.0
745,34800,31342,1.0
746,35002,25499,1.0
747,80223,89368,1.0
748,80225,85889,1.0
749,80263,53764,1.0
750,34962,89922,1.0
751,34954,10325,1.0
752,34924,82756,1.0
753,34918,24882,1.0
754,34908,89410,1.0
755,34908,89409,1.0
756,34894,62551,1.0
757,80263,53765,1.0
758,34856,91388,1.0
759,34856,91367,1.0
760,80274,84374,1.0
761,80274,84375,1.0
762,34800,34359,1.0
763,35030,50308,1.0
764,35040,59249,1.0
765,35040,59250,1.0
766,80186,8359,1.0
767,35307,16337,1.0
768,79998,55302,1.0
769,35180,52137,1.0
770,35177,61813,1.0
771,45281,70097,1.0
772,35158,58333,1.0
773,80108,10881,1.0
774,80186,9001,1.0
775,35047,47838,1.0
776,35101,84041,1.0
777,35101,84040,1.0
778,80202,84146,1.0
779,80202,84147,1.0
780,35094,1773,1.0
781,80208,69641,1.0
782,80220,53630,1.0
783,34800,31343,1.0
784,80285,76509,1.0
785,34004,65951,1.0
786,34742,63747,1.0
787,34404,21136,1.0
788,34395,57274,1.0
789,80480,9072,1.0
790,80487,24061,1.0
791,34321,71123,1.0
792,80510,85258,1.0
793,34274,35076,1.0
794,34274,33333,1.0
795,34237,77941,1.0
796,34237,77940,1.0
797,34163,63335,1.0
798,34163,63332,1.0
799,34144,83415,1.0
800,34144,83414,1.0
801,80510,85259,1.0
802,34069,81219,1.0
803,34036,65532,1.0
804,34415,78884,1.0
805,80463,49854,1.0
806,80462,85901,1.0
807,34597,65937,1.0
808,34742,60666,1.0
809,34735,2163,1.0
810,34735,13,1.0
811,80290,78682,1.0
812,34634,2877,1.0
813,34620,61120,1.0
814,34616,60513,1.0
815,80337,87617,1.0
816,80401,87347,1.0
817,80398,51735,1.0
818,34499,74953,1.0
819,80398,52289,1.0
820,34479,22384,1.0
821,34477,46897,1.0
822,34477,46888,1.0
823,80401,87346,1.0
824,32997,82946,1.0
825,81013,3320,1.0
826,35321,54796,1.0
827,31717,23043,1.0
828,81614,16656,1.0
829,31706,71498,1.0
830,31701,17690,1.0
831,31668,1210,1.0
832,31665,37406,1.0
833,31665,37276,1.0
834,81703,13287,1.0
835,31636,5440,1.0
836,31585,84000,1.0
837,31585,83999,1.0
838,31575,60811,1.0
839,31544,1187,1.0
840,81735,87420,1.0
841,31512,64460,1.0
842,31507,90444,1.0
843,31474,58824,1.0
844,81738,73753,1.0
845,81598,79678,1.0
846,81594,62126,1.0
847,81013,4912,1.0
848,31725,55939,1.0
849,81509,33306,1.0
850,31833,16203,1.0
851,31829,54111,1.0
852,81509,33906,1.0
853,81531,72572,1.0
854,31812,63093,1.0
855,81550,89473,1.0
856,81550,89474,1.0
857,81551,20812,1.0
858,31750,60790,1.0
859,31750,60785,1.0
860,81551,23234,1.0
861,31745,28000,1.0
862,31744,4222,1.0
863,81590,77324,1.0
864,31730,78762,1.0
865,31725,55940,1.0
866,31467,64178,1.0
867,31460,52279,1.0
868,31413,12240,1.0
869,31381,13383,1.0
870,31123,89146,1.0
871,31098,37783,1.0
872,81952,45325,1.0
873,31062,61371,1.0
874,31049,72886,1.0
875,81973,39712,1.0
876,30996,86512,1.0
877,30981,12897,1.0
878,30973,7101,1.0
879,30966,10796,1.0
880,81982,89417,1.0
881,81985,11625,1.0
882,81985,11626,1.0
883,30921,87071,1.0
884,30864,84713,1.0
885,82019,73808,1.0
886,82043,10790,1.0
887,81939,79879,1.0
888,31161,73329,1.0
889,31178,9314,1.0
890,31300,121,1.0
891,81776,34071,1.0
892,81779,17021,1.0
893,31342,35410,1.0
894,31339,57156,1.0
895,31339,57153,1.0
896,31324,57819,1.0
897,81779,17022,1.0
898,31259,40179,1.0
899,31178,9315,1.0
900,31259,38865,1.0
901,31241,74259,1.0
902,81811,1413,1.0
903,31231,42375,1.0
904,81811,1414,1.0
905,31229,4705,1.0
906,81814,35089,1.0
907,31834,5093,1.0
908,31869,5027,1.0
909,31869,5028,1.0
910,76423,44055,1.0
911,81186,85747,1.0
912,32634,1607,1.0
913,32612,82012,1.0
914,32612,82011,1.0
915,32573,68932,1.0
916,81186,87398,1.0
917,32525,86383,1.0
918,32525,84122,1.0
919,32483,65885,1.0
920,32453,76988,1.0
921,32449,60881,1.0
922,81194,24543,1.0
923,81200,65375,1.0
924,32333,48538,1.0
925,32319,33524,1.0
926,81225,40122,1.0
927,32311,85757,1.0
928,81155,73226,1.0
929,81149,16732,1.0
930,32711,4334,1.0
931,81054,45750,1.0
932,32930,34019,1.0
933,32928,62643,1.0
934,32892,63734,1.0
935,81026,153,1.0
936,32827,53671,1.0
937,81045,29271,1.0
938,81049,67333,1.0
939,32776,56723,1.0
940,32711,5141,1.0
941,32776,54970,1.0
942,32743,25988,1.0
943,32739,10191,1.0
944,32739,10190,1.0
945,32735,69579,1.0
946,81093,11549,1.0
947,81122,19968,1.0
948,32311,85746,1.0
949,32304,79513,1.0
950,81455,88106,1.0
951,81228,38932,1.0
952,32137,85826,1.0
953,32130,85237,1.0
954,81392,68422,1.0
955,32120,76850,1.0
956,32104,33514,1.0
957,32100,64982,1.0
958,32081,76144,1.0
959,32041,29353,1.0
960,81395,56579,1.0
961,32017,73557,1.0
962,32003,43736,1.0
963,81424,35592,1.0
964,31962,25482,1.0
965,31944,15732,1.0
966,81434,73986,1.0
967,81434,73991,1.0
968,31897,69744,1.0
969,32137,85830,1.0
970,32147,21517,1.0
971,32147,23373,1.0
972,32221,57342,1.0
973,32274,62043,1.0
974,32274,56247,1.0
975,32252,51443,1.0
976,81228,40656,1.0
977,81256,74278,1.0
978,81285,23868,1.0
979,81285,23869,1.0
980,32218,30107,1.0
981,32155,52935,1.0
982,32218,29953,1.0
983,32206,428,1.0
984,81292,16170,1.0
985,81302,60385,1.0
986,81304,8105,1.0
987,81322,72719,1.0
988,32173,35181,1.0
989,35307,16338,1.0
990,35321,55197,1.0
991,40049,87342,1.0
992,38529,832,1.0
993,38521,87483,1.0
994,38521,87482,1.0
995,38501,75516,1.0
996,38470,36830,1.0
997,38465,25268,1.0
998,38443,13705,1.0
999,38384,10969,1.0
1000,38359,42768,1.0
1001,38326,45502,1.0
1002,38326,45482,1.0
1003,78442,63475,1.0
1004,38299,84423,1.0
1005,38253,1689,1.0
1006,38253,1687,1.0
1007,38221,68490,1.0
1008,38220,11439,1.0
1009,38150,45190,1.0
1010,38526,40638,1.0
1011,38537,41977,1.0
1012,37489,76325,1.0
1013,38537,41978,1.0
1014,38770,79977,1.0
1015,78433,57845,1.0
1016,38740,77406,1.0
1017,38740,77405,1.0
1018,38731,19962,1.0
1019,38708,83218,1.0
1020,38708,83217,1.0
1021,38697,27622,1.0
1022,38686,37525,1.0
1023,38647,35749,1.0
1024,38647,34484,1.0
1025,38626,46883,1.0
1026,38626,44238,1.0
1027,38593,24227,1.0
1028,38581,26542,1.0
1029,38558,2383,1.0
1030,38558,2382,1.0
1031,78443,21395,1.0
1032,78463,75106,1.0
1033,78531,38424,1.0
1034,78535,30064,1.0
1035,37869,40357,1.0
1036,37869,40356,1.0
1037,37827,63466,1.0
1038,37801,76258,1.0
1039,37773,63089,1.0
1040,37763,9574,1.0
1041,37731,51510,1.0
1042,37691,64866,1.0
1043,37643,51841,1.0
1044,78613,69886,1.0
1045,37586,56655,1.0
1046,37560,74745,1.0
1047,37560,71430,1.0
1048,37557,79130,1.0
1049,78701,80850,1.0
1050,37501,88844,1.0
1051,37491,48179,1.0
1052,78609,81203,1.0
1053,37967,17717,1.0
1054,37967,17752,1.0
1055,38040,91698,1.0
1056,38092,86966,1.0
1057,38092,86686,1.0
1058,38091,53864,1.0
1059,38076,47341,1.0
1060,78539,77870,1.0
1061,78609,81172,1.0
1062,38040,91699,1.0
1063,38034,82664,1.0
1064,37985,30608,1.0
1065,38034,82625,1.0
1066,38029,53779,1.0
1067,38029,53778,1.0
1068,38023,61665,1.0
1069,38023,61664,1.0
1070,38004,84508,1.0
1071,37991,14383,1.0
1072,38771,85364,1.0
1073,38771,85365,1.0
1074,78393,33490,1.0
1075,78139,15990,1.0
1076,39730,55318,1.0
1077,39680,44357,1.0
1078,39673,3110,1.0
1079,39662,23186,1.0
1080,39662,23185,1.0
1081,39634,75833,1.0
1082,39634,75600,1.0
1083,77931,37717,1.0
1084,39620,72595,1.0
1085,39620,72594,1.0
1086,78085,13127,1.0
1087,39564,84149,1.0
1088,78085,13128,1.0
1089,39462,66025,1.0
1090,39453,83957,1.0
1091,78099,24358,1.0
1092,78099,24359,1.0
1093,39730,55319,1.0
1094,77931,37285,1.0
1095,77930,53605,1.0
1096,77915,68244,1.0
1097,40048,58882,1.0
1098,77904,36170,1.0
1099,77915,66940,1.0
1100,39966,43785,1.0
1101,39946,6538,1.0
1102,39946,3633,1.0
1103,39920,818,1.0
1104,39841,23443,1.0
1105,39758,464,1.0
1106,39823,35863,1.0
1107,39815,73198,1.0
1108,39794,35591,1.0
1109,39783,27488,1.0
1110,39780,1140,1.0
1111,77930,53031,1.0
1112,39777,58793,1.0
1113,39418,69308,1.0
1114,39407,29927,1.0
1115,78371,76866,1.0
1116,39385,54091,1.0
1117,39137,48887,1.0
1118,39115,69396,1.0
1119,39111,81074,1.0
1120,39106,47496,1.0
1121,78265,3735,1.0
1122,78284,88197,1.0
1123,62502,18458,1.0
1124,78284,88198,1.0
1125,38972,25073,1.0
1126,38956,18713,1.0
1127,38956,18712,1.0
1128,38935,22770,1.0
1129,38908,60170,1.0
1130,78342,20818,1.0
1131,78356,40086,1.0
1132,78359,7852,1.0
1133,78370,88235,1.0
1134,39139,74720,1.0
1135,39148,77522,1.0
1136,78259,20239,1.0
1137,39263,84294,1.0
1138,39376,78529,1.0
1139,78142,39908,1.0
1140,78142,39909,1.0
1141,39334,55056,1.0
1142,39332,51992,1.0
1143,39295,81420,1.0
1144,39263,84295,1.0
1145,39256,90490,1.0
1146,39154,31935,1.0
1147,39256,89685,1.0
1148,39255,29160,1.0
1149,78218,52862,1.0
1150,39218,22626,1.0
1151,39204,13009,1.0
