,left_id,right_id,score
1152,39204,11559,1.0
1153,39154,32288,1.0
1154,37491,47173,1.0
1155,37489,73972,1.0
1156,35330,34509,1.0
1157,79625,80870,1.0
1158,79650,63802,1.0
1159,79684,65603,1.0
1160,35972,58921,1.0
1161,35972,58920,1.0
1162,35955,8057,1.0
1163,35936,84305,1.0
1164,35931,90205,1.0
1165,35931,89847,1.0
1166,35908,16676,1.0
1167,35908,16675,1.0
1168,35901,35454,1.0
1169,35901,35137,1.0
1170,79684,65604,1.0
1171,35870,90728,1.0
1172,35870,90727,1.0
1173,35854,16375,1.0
1174,35848,65306,1.0
1175,36023,59504,1.0
1176,79590,86680,1.0
1177,78713,13764,1.0
1178,36060,22183,1.0
1179,36382,74558,1.0
1180,36361,26992,1.0
1181,36335,54471,1.0
1182,36335,51910,1.0
1183,36331,59188,1.0
1184,36331,55445,1.0
1185,36327,64177,1.0
1186,36250,62174,1.0
1187,79531,82424,1.0
1188,79561,14111,1.0
1189,79589,30061,1.0
1190,36198,40067,1.0
1191,79589,30062,1.0
1192,79590,86679,1.0
1193,36163,82457,1.0
1194,36130,3845,1.0
1195,36082,36567,1.0
1196,35840,84525,1.0
1197,79726,77348,1.0
1198,79778,86656,1.0
1199,35805,85941,1.0
1200,79957,90507,1.0
1201,94080,83673,1.0
1202,35505,82082,1.0
1203,79960,67943,1.0
1204,35489,18683,1.0
1205,35488,74421,1.0
1206,79962,37655,1.0
1207,79965,65759,1.0
1208,79971,9025,1.0
1209,35399,69769,1.0
1210,35394,87136,1.0
1211,35394,87135,1.0
1212,35389,78825,1.0
1213,35389,78498,1.0
1214,35377,75320,1.0
1215,35377,75319,1.0
1216,35354,3709,1.0
1217,35547,26106,1.0
1218,79957,87453,1.0
1219,79940,32485,1.0
1220,79843,626,1.0
1221,35785,25528,1.0
1222,35757,7875,1.0
1223,79778,86658,1.0
1224,35696,75866,1.0
1225,35694,86431,1.0
1226,35689,73426,1.0
1227,35689,69430,1.0
1228,35606,10859,1.0
1229,35555,41082,1.0
1230,35586,14795,1.0
1231,35586,13516,1.0
1232,35582,16093,1.0
1233,35578,65230,1.0
1234,79858,80373,1.0
1235,79894,62988,1.0
1236,35555,41085,1.0
1237,79405,52282,1.0
1238,79369,55986,1.0
1239,36401,81106,1.0
1240,37067,81716,1.0
1241,79027,62804,1.0
1242,79051,1745,1.0
1243,37175,9797,1.0
1244,37175,4021,1.0
1245,37147,20673,1.0
1246,37147,20672,1.0
1247,37126,58991,1.0
1248,37119,23116,1.0
1249,79108,81080,1.0
1250,79108,81081,1.0
1251,37098,39353,1.0
1252,37096,27155,1.0
1253,37092,46768,1.0
1254,37087,29173,1.0
1255,79112,46423,1.0
1256,37073,18901,1.0
1257,37072,65341,1.0
1258,79027,62379,1.0
1259,79012,65840,1.0
1260,78988,77982,1.0
1261,78834,70506,1.0
1262,78713,13765,1.0
1263,78735,74222,1.0
1264,37443,9569,1.0
1265,37436,10426,1.0
1266,78787,54519,1.0
1267,37429,76669,1.0
1268,78833,21831,1.0
1269,37400,57012,1.0
1270,37252,77088,1.0
1271,78858,50826,1.0
1272,78895,66730,1.0
1273,37322,86432,1.0
1274,78900,82733,1.0
1275,78988,76204,1.0
1276,37292,61797,1.0
1277,37292,60641,1.0
1278,79144,90834,1.0
1279,37044,78485,1.0
1280,36401,81370,1.0
1281,37044,76069,1.0
1282,79226,34319,1.0
1283,36665,57194,1.0
1284,36578,63125,1.0
1285,36576,52940,1.0
1286,79272,67654,1.0
1287,36552,78064,1.0
1288,36539,7268,1.0
1289,36537,57783,1.0
1290,36505,19836,1.0
1291,36503,25358,1.0
1292,79276,79638,1.0
1293,79342,56949,1.0
1294,36437,65828,1.0
1295,36417,59387,1.0
1296,36417,59386,1.0
1297,36403,375,1.0
1298,36403,374,1.0
1299,36696,35913,1.0
1300,36724,69120,1.0
1301,36741,37803,1.0
1302,36885,53621,1.0
1303,79158,26907,1.0
1304,37041,52426,1.0
1305,79166,35579,1.0
1306,36997,76037,1.0
1307,36898,64813,1.0
1308,36898,61617,1.0
1309,36885,53622,1.0
1310,36861,6923,1.0
1311,36761,30219,1.0
1312,36861,6922,1.0
1313,36842,86797,1.0
1314,36809,74059,1.0
1315,79194,60465,1.0
1316,36798,14286,1.0
1317,36795,22015,1.0
1318,36794,77857,1.0
1319,48757,72841,1.0
1320,48757,72842,1.0
1321,48780,13105,1.0
1322,60974,43908,1.0
1323,69948,85727,1.0
1324,60931,10013,1.0
1325,69961,60302,1.0
1326,60907,57616,1.0
1327,60907,54465,1.0
1328,60893,40605,1.0
1329,60864,13030,1.0
1330,60846,10628,1.0
1331,60843,84994,1.0
1332,60827,91775,1.0
1333,60799,28582,1.0
1334,69966,56603,1.0
1335,70022,73738,1.0
1336,60735,66613,1.0
1337,60733,79435,1.0
1338,60719,82450,1.0
1339,60704,46235,1.0
1340,69903,1320,1.0
1341,60989,32385,1.0
1342,60185,20878,1.0
1343,60989,32386,1.0
1344,61282,17302,1.0
1345,61279,80907,1.0
1346,61236,45873,1.0
1347,69803,51922,1.0
1348,69822,2261,1.0
1349,61195,21308,1.0
1350,61168,16259,1.0
1351,69845,592,1.0
1352,69845,593,1.0
1353,69863,60958,1.0
1354,61095,66382,1.0
1355,61079,13852,1.0
1356,61078,20963,1.0
1357,69867,53162,1.0
1358,69885,71635,1.0
1359,61032,10614,1.0
1360,69885,72573,1.0
1361,60704,46234,1.0
1362,70022,73739,1.0
1363,70053,35353,1.0
1364,60671,86712,1.0
1365,60466,45461,1.0
1366,60423,82013,1.0
1367,60406,22978,1.0
1368,70109,3089,1.0
1369,70112,37245,1.0
1370,70112,38869,1.0
1371,60372,66728,1.0
1372,70150,73515,1.0
1373,60298,14354,1.0
1374,60286,51782,1.0
1375,60286,51781,1.0
1376,60271,37427,1.0
1377,60233,3073,1.0
1378,60205,85150,1.0
1379,60204,59467,1.0
1380,70162,16536,1.0
1381,60202,58973,1.0
1382,60468,17281,1.0
1383,60495,56528,1.0
1384,60504,15293,1.0
1385,70080,404,1.0
1386,60671,85743,1.0
1387,60657,85167,1.0
1388,60633,87511,1.0
1389,60633,87510,1.0
1390,60630,89957,1.0
1391,70074,78907,1.0
1392,60621,13957,1.0
1393,60603,2352,1.0
1394,70097,66734,1.0
1395,60603,756,1.0
1396,60586,63580,1.0
1397,60571,30126,1.0
1398,60565,70333,1.0
1399,60565,70332,1.0
1400,70080,405,1.0
1401,70086,57341,1.0
1402,61324,6980,1.0
1403,69761,31382,1.0
1404,61332,19564,1.0
1405,69609,76528,1.0
1406,62320,68673,1.0
1407,62309,73542,1.0
1408,62301,70040,1.0
1409,62291,7297,1.0
1410,69489,18623,1.0
1411,69520,4273,1.0
1412,62274,50063,1.0
1413,62267,29613,1.0
1414,69525,10745,1.0
1415,69551,69171,1.0
1416,69577,2991,1.0
1417,69577,4900,1.0
1418,69580,64010,1.0
1419,62204,72364,1.0
1420,62197,52459,1.0
1421,62196,17390,1.0
1422,62185,24461,1.0
1423,62340,14603,1.0
1424,62340,18002,1.0
1425,62341,57471,1.0
1426,62580,8455,1.0
1427,69382,28101,1.0
1428,69389,60618,1.0
1429,62629,29576,1.0
1430,62629,29169,1.0
1431,62612,12583,1.0
1432,62601,56782,1.0
1433,62601,55959,1.0
1434,62533,89666,1.0
1435,62345,42069,1.0
1436,62512,56834,1.0
1437,62447,90139,1.0
1438,62438,36317,1.0
1439,62425,48929,1.0
1440,69430,77095,1.0
1441,69459,24328,1.0
1442,62375,76538,1.0
1443,62185,21684,1.0
1444,69653,33968,1.0
1445,61471,14716,1.0
1446,62115,88589,1.0
1447,61819,85707,1.0
1448,69738,45689,1.0
1449,61770,57360,1.0
1450,61754,76272,1.0
1451,61733,22180,1.0
1452,61733,21804,1.0
1453,61673,33847,1.0
1454,61646,50177,1.0
1455,61639,11779,1.0
1456,61630,70925,1.0
1457,61621,41443,1.0
1458,69746,66636,1.0
1459,61551,77159,1.0
1460,61545,55293,1.0
1461,69760,54239,1.0
1462,61523,37402,1.0
1463,61503,45918,1.0
1464,69738,45688,1.0
1465,61848,9900,1.0
1466,61848,9901,1.0
1467,61989,73418,1.0
1468,62113,51388,1.0
1469,62078,34101,1.0
1470,62078,34100,1.0
1471,69653,34825,1.0
1472,62035,91745,1.0
1473,69668,67207,1.0
1474,69705,53848,1.0
1475,61986,23547,1.0
1476,61860,50080,1.0
1477,69705,53849,1.0
1478,69706,82927,1.0
1479,61971,12368,1.0
1480,61935,70496,1.0
1481,69715,18546,1.0
1482,69724,11669,1.0
1483,61915,88135,1.0
1484,60185,21192,1.0
1485,60114,15424,1.0
1486,62725,83860,1.0
1487,58706,25778,1.0
1488,58692,30304,1.0
1489,58662,76749,1.0
1490,58662,76748,1.0
1491,58648,52154,1.0
1492,58644,54246,1.0
1493,70728,23832,1.0
1494,70734,31444,1.0
1495,70735,71753,1.0
1496,58600,38777,1.0
1497,58600,37661,1.0
1498,70748,72713,1.0
1499,70779,69106,1.0
1500,70779,69107,1.0
1501,58543,47633,1.0
1502,70871,87630,1.0
1503,58514,15915,1.0
1504,70871,88220,1.0
1505,58692,35695,1.0
1506,58708,34661,1.0
1507,60100,65676,1.0
1508,58732,64637,1.0
1509,58933,89249,1.0
1510,58933,89248,1.0
1511,58924,28882,1.0
1512,58923,6471,1.0
1513,58894,2239,1.0
1514,58880,61761,1.0
1515,58848,88639,1.0
1516,70603,35548,1.0
1517,58823,28371,1.0
1518,58823,28370,1.0
1519,58815,70778,1.0
1520,58803,32212,1.0
1521,70649,76689,1.0
1522,70658,55569,1.0
1523,58774,21073,1.0
1524,70662,64812,1.0
1525,58732,64638,1.0
1526,70874,61248,1.0
1527,58489,36156,1.0
1528,58460,25541,1.0
1529,58460,25540,1.0
1530,70968,12889,1.0
1531,58131,8181,1.0
1532,58131,7978,1.0
1533,58127,60894,1.0
1534,58073,73584,1.0
1535,58058,77125,1.0
1536,70971,78589,1.0
1537,58044,79958,1.0
1538,58031,11520,1.0
1539,71016,65907,1.0
1540,71041,20260,1.0
1541,57981,32767,1.0
1542,57939,67353,1.0
1543,57924,19176,1.0
1544,57924,19175,1.0
1545,57909,67076,1.0
1546,57879,73118,1.0
1547,70965,23912,1.0
1548,70954,60140,1.0
1549,70945,79722,1.0
1550,70929,90709,1.0
1551,70900,49798,1.0
1552,58376,71462,1.0
1553,58376,71461,1.0
1554,70900,50476,1.0
1555,70929,90708,1.0
1556,58355,85652,1.0
1557,58355,85651,1.0
1558,58336,70397,1.0
1559,58188,41512,1.0
1560,58336,70396,1.0
1561,58304,7955,1.0
1562,58295,66401,1.0
1563,58281,79314,1.0
1564,70937,9572,1.0
1565,58193,63104,1.0
1566,58188,42516,1.0
1567,70543,82850,1.0
1568,70542,33383,1.0
1569,58990,6462,1.0
1570,59467,89354,1.0
1571,70227,86277,1.0
1572,59825,31523,1.0
1573,59809,2860,1.0
1574,59797,8938,1.0
1575,70233,82509,1.0
1576,59779,51689,1.0
1577,70242,60990,1.0
1578,70343,22295,1.0
1579,59631,85453,1.0
1580,59631,85452,1.0
1581,59578,88383,1.0
1582,59545,17087,1.0
1583,59538,63241,1.0
1584,59533,31907,1.0
1585,59532,59826,1.0
1586,70348,82808,1.0
1587,59509,57580,1.0
1588,59849,89610,1.0
1589,59868,81026,1.0
1590,59868,81027,1.0
1591,60026,23635,1.0
1592,60100,65675,1.0
1593,60099,36956,1.0
1594,70176,66267,1.0
1595,60077,76505,1.0
1596,60077,76504,1.0
1597,60065,70347,1.0
1598,60033,6476,1.0
1599,59999,81457,1.0
1600,70227,86276,1.0
1601,59969,45672,1.0
1602,59960,31963,1.0
1603,59936,74963,1.0
1604,59931,38212,1.0
1605,70176,66268,1.0
1606,70224,82236,1.0
1607,59875,48866,1.0
1608,59493,22503,1.0
1609,59446,9169,1.0
1610,70542,33271,1.0
1611,59445,68069,1.0
1612,59210,30099,1.0
1613,59203,36449,1.0
1614,59189,35376,1.0
1615,70396,89621,1.0
1616,59156,70881,1.0
1617,59156,70880,1.0
1618,70402,9709,1.0
1619,59124,67145,1.0
1620,59097,50235,1.0
1621,70411,69838,1.0
1622,59060,89872,1.0
1623,70420,21487,1.0
1624,70483,61847,1.0
1625,70483,62101,1.0
1626,59040,66418,1.0
1627,59008,82478,1.0
1628,70515,40511,1.0
1629,59214,85353,1.0
1630,59214,85354,1.0
1631,59220,29508,1.0
1632,59314,32399,1.0
1633,59443,65287,1.0
1634,59428,19773,1.0
1635,59427,73477,1.0
1636,59398,71963,1.0
1637,59350,39192,1.0
1638,59315,10540,1.0
1639,59314,32400,1.0
1640,59311,86510,1.0
1641,70396,86047,1.0
1642,70372,1170,1.0
1643,59285,55974,1.0
1644,59285,55973,1.0
1645,70372,1171,1.0
1646,70382,60531,1.0
1647,59241,76788,1.0
1648,59241,76787,1.0
1649,62707,25613,1.0
1650,62725,83861,1.0
1651,57870,16089,1.0
1652,66501,54726,1.0
1653,68258,41431,1.0
1654,66500,55178,1.0
1655,66478,85438,1.0
1656,66478,83961,1.0
1657,66476,19764,1.0
1658,66462,31413,1.0
1659,68258,41432,1.0
1660,68280,56374,1.0
1661,66349,68246,1.0
1662,66341,69734,1.0
1663,66316,78249,1.0
1664,66290,65588,1.0
1665,66290,65587,1.0
1666,68301,55991,1.0
1667,68313,20621,1.0
1668,66246,84233,1.0
1669,66246,82857,1.0
1670,66501,52584,1.0
1671,68257,75519,1.0
1672,65258,57937,1.0
1673,66527,32077,1.0
1674,66756,81848,1.0
1675,66754,63756,1.0
1676,66731,54270,1.0
1677,66731,51476,1.0
1678,66714,84509,1.0
1679,66709,33750,1.0
1680,66704,78443,1.0
1681,66687,22632,1.0
1682,68191,90689,1.0
1683,68215,25635,1.0
1684,68234,76153,1.0
1685,66614,52304,1.0
1686,66609,9505,1.0
1687,68252,2882,1.0
1688,66534,71059,1.0
1689,66528,89041,1.0
1690,66527,32648,1.0
1691,66199,66484,1.0
1692,66192,9199,1.0
1693,66192,8422,1.0
1694,68313,21890,1.0
1695,65678,25909,1.0
1696,65638,16968,1.0
1697,65606,66960,1.0
1698,65576,87655,1.0
1699,65533,10211,1.0
1700,65509,59799,1.0
1701,65509,56549,1.0
1702,65494,15522,1.0
1703,68454,6071,1.0
1704,65440,14790,1.0
1705,68488,13432,1.0
1706,65370,62708,1.0
1707,65370,58758,1.0
1708,68488,13450,1.0
1709,68522,62685,1.0
1710,65346,61827,1.0
1711,65304,80955,1.0
1712,84604,25909,1.0
1713,68402,45004,1.0
1714,65797,80464,1.0
1715,66015,77419,1.0
1716,66171,64631,1.0
1717,68324,37945,1.0
1718,68325,76265,1.0
1719,66135,53804,1.0
1720,68336,19680,1.0
1721,66040,89894,1.0
1722,66015,78843,1.0
1723,66012,78958,1.0
1724,65804,35468,1.0
1725,65981,83702,1.0
1726,68361,53326,1.0
1727,65972,86249,1.0
1728,68376,78789,1.0
1729,65959,28110,1.0
1730,65942,54872,1.0
1731,65825,66351,1.0
1732,66762,67702,1.0
1733,66762,72607,1.0
1734,68168,79776,1.0
1735,67937,61958,1.0
1736,67535,16964,1.0
1737,67529,76135,1.0
1738,67517,80708,1.0
1739,67517,79514,1.0
1740,67508,39843,1.0
1741,67498,46815,1.0
1742,67914,53103,1.0
1743,67474,30915,1.0
1744,67917,90229,1.0
1745,67927,5414,1.0
1746,67398,52168,1.0
1747,67330,82899,1.0
1748,67937,61957,1.0
1749,67319,27276,1.0
1750,67312,62384,1.0
1751,67312,61521,1.0
1752,67310,59134,1.0
1753,67571,5646,1.0
1754,67571,5647,1.0
1755,67590,5231,1.0
1756,67699,82649,1.0
1757,67799,22983,1.0
1758,67769,81364,1.0
1759,67747,79689,1.0
1760,67724,84849,1.0
1761,67724,84848,1.0
1762,67703,90674,1.0
1763,67837,48444,1.0
1764,67669,36408,1.0
1765,67595,81192,1.0
1766,79974,54999,1.0
1767,79974,52157,1.0
1768,67860,20212,1.0
1769,67627,78091,1.0
1770,67621,84398,1.0
1771,67861,55789,1.0
1772,67595,81193,1.0
1773,67310,59127,1.0
1774,67274,75416,1.0
1775,66783,44879,1.0
1776,67264,15511,1.0
1777,66972,44683,1.0
1778,68036,25162,1.0
1779,66890,18945,1.0
1780,68036,25172,1.0
1781,76155,85860,1.0
1782,66868,62833,1.0
1783,68067,7432,1.0
1784,66840,3416,1.0
1785,66840,965,1.0
1786,66839,2902,1.0
1787,66839,2901,1.0
1788,68120,55170,1.0
1789,66814,52848,1.0
1790,68127,90513,1.0
1791,68145,72964,1.0
1792,68157,427,1.0
1793,66783,45807,1.0
1794,68001,65329,1.0
1795,67981,26589,1.0
1796,67956,19387,1.0
1797,67159,64347,1.0
1798,67252,80661,1.0
1799,67228,40530,1.0
1800,67216,74927,1.0
1801,67193,44526,1.0
1802,67193,44525,1.0
1803,67186,58781,1.0
1804,67174,3153,1.0
1805,67121,64560,1.0
1806,67021,29407,1.0
1807,67105,72227,1.0
1808,67094,59013,1.0
1809,67094,59001,1.0
1810,67061,26779,1.0
1811,67947,2412,1.0
1812,67947,2413,1.0
1813,67021,29417,1.0
1814,65258,57938,1.0
1815,65236,75365,1.0
1816,62761,68462,1.0
1817,63742,60148,1.0
1818,63716,56763,1.0
1819,69140,88855,1.0
1820,69155,80550,1.0
1821,63564,80498,1.0
1822,69167,64694,1.0
1823,69167,64695,1.0
1824,69168,78889,1.0
1825,63360,90495,1.0
1826,63347,77728,1.0
1827,63338,79893,1.0
1828,63338,76345,1.0
1829,69204,13679,1.0
1830,63295,68449,1.0
1831,69204,16220,1.0
1832,63267,52218,1.0
1833,69231,70289,1.0
1834,63253,19194,1.0
1835,69140,84397,1.0
1836,63748,83973,1.0
1837,65236,75364,1.0
1838,63760,58153,1.0
1839,63965,7270,1.0
1840,63965,7269,1.0
1841,63953,60532,1.0
1842,63898,65178,1.0
1843,63886,76349,1.0
1844,63870,79097,1.0
1845,63870,79096,1.0
1846,63867,79993,1.0
1847,63861,63679,1.0
1848,63861,60651,1.0
1849,63816,15466,1.0
1850,63816,15045,1.0
1851,63811,51450,1.0
1852,69138,83620,1.0
1853,63786,30736,1.0
1854,63776,70958,1.0
1855,63760,65622,1.0
1856,69236,8380,1.0
1857,63218,53459,1.0
1858,69249,52923,1.0
1859,63208,63458,1.0
1860,62960,67075,1.0
1861,69292,81722,1.0
1862,69292,81723,1.0
1863,62950,50971,1.0
1864,69331,11702,1.0
1865,69340,10200,1.0
1866,62921,24015,1.0
1867,69343,69522,1.0
1868,69345,48952,1.0
1869,62805,57834,1.0
1870,62796,2520,1.0
1871,69378,53640,1.0
1872,62784,74521,1.0
1873,62778,38194,1.0
1874,62778,38193,1.0
1875,69378,53641,1.0
1876,69382,28100,1.0
1877,63004,34301,1.0
1878,63006,81362,1.0
1879,63006,81611,1.0
1880,63116,84755,1.0
1881,63208,63457,1.0
1882,63206,71622,1.0
1883,63206,71621,1.0
1884,63205,59602,1.0
1885,63205,56527,1.0
1886,63172,48727,1.0
1887,63172,48721,1.0
1888,63112,5952,1.0
1889,63018,61884,1.0
1890,63112,5951,1.0
1891,69265,56296,1.0
1892,63061,72929,1.0
1893,63043,12560,1.0
1894,63043,11821,1.0
1895,63036,52016,1.0
1896,63034,20681,1.0
1897,69137,88037,1.0
1898,63978,90754,1.0
1899,64024,73536,1.0
1900,68992,11013,1.0
1901,65003,68379,1.0
1902,64944,35599,1.0
1903,68847,63267,1.0
1904,64907,340,1.0
1905,68883,89192,1.0
1906,68889,9507,1.0
1907,64837,31411,1.0
1908,64831,7146,1.0
1909,64822,65918,1.0
1910,64772,54588,1.0
1911,64768,49935,1.0
1912,64767,754,1.0
1913,64728,40846,1.0
1914,64696,28774,1.0
1915,64696,28283,1.0
1916,64680,21135,1.0
1917,64675,60334,1.0
1918,65044,61091,1.0
1919,68847,60603,1.0
1920,65094,76941,1.0
1921,68743,84958,1.0
1922,68726,49793,1.0
1923,68741,3983,1.0
1924,68741,3984,1.0
1925,65163,80754,1.0
1926,65163,66917,1.0
1927,65141,3487,1.0
1928,65141,3486,1.0
1929,65131,71730,1.0
1930,65097,83735,1.0
1931,65131,55206,1.0
1932,68752,68966,1.0
1933,68775,36999,1.0
1934,68775,37714,1.0
1935,68833,58826,1.0
1936,68833,58827,1.0
1937,65104,53734,1.0
1938,64596,56341,1.0
1939,64552,57219,1.0
1940,69137,88036,1.0
1941,69032,10557,1.0
1942,64362,40060,1.0
1943,64355,51152,1.0
1944,64316,65836,1.0
1945,64312,29459,1.0
1946,64312,28014,1.0
1947,64293,9069,1.0
1948,64278,7215,1.0
1949,64275,20367,1.0
1950,64268,16193,1.0
1951,69126,55455,1.0
1952,64232,70811,1.0
1953,64231,72895,1.0
1954,64231,72894,1.0
1955,64221,79629,1.0
1956,64183,90887,1.0
1957,64158,52314,1.0
1958,64074,17799,1.0
1959,64369,62613,1.0
1960,64371,77359,1.0
1961,69092,65915,1.0
1962,69057,67241,1.0
1963,64525,82781,1.0
1964,64519,65202,1.0
1965,64518,15414,1.0
1966,64518,14421,1.0
1967,64512,27105,1.0
1968,69032,11067,1.0
1969,69036,84616,1.0
1970,69068,73251,1.0
1971,69092,62795,1.0
1972,64454,80137,1.0
1973,64436,28940,1.0
1974,64431,9657,1.0
1975,64414,27119,1.0
1976,64409,45893,1.0
1977,64406,66590,1.0
1978,64406,63985,1.0
1979,57879,72092,1.0
1980,71070,2946,1.0
1981,48782,59559,1.0
1982,51861,70198,1.0
1983,51843,28227,1.0
1984,51780,24277,1.0
1985,51780,6555,1.0
1986,51776,91650,1.0
1987,51774,77335,1.0
1988,73395,55292,1.0
1989,51738,10770,1.0
1990,51724,86739,1.0
1991,51661,32539,1.0
1992,51661,32538,1.0
1993,73420,28113,1.0
1994,51638,50773,1.0
1995,73436,62593,1.0
1996,73453,62650,1.0
1997,73464,90032,1.0
1998,51557,64960,1.0
1999,51532,38914,1.0
2000,51843,28228,1.0
2001,73395,55207,1.0
2002,51047,70375,1.0
2003,51909,67176,1.0
2004,52094,73744,1.0
2005,52093,79275,1.0
2006,52081,22668,1.0
2007,73315,11030,1.0
2008,52075,9580,1.0
2009,52075,9579,1.0
2010,52074,60659,1.0
2011,52063,17001,1.0
2012,52063,7327,1.0
2013,73324,30643,1.0
2014,52054,16757,1.0
2015,52012,85965,1.0
2016,73371,58526,1.0
2017,51950,89838,1.0
2018,73376,74561,1.0
2019,73378,13331,1.0
2020,73378,13332,1.0
2021,51498,58707,1.0
2022,51498,58706,1.0
2023,51473,18400,1.0
2024,51458,7641,1.0
2025,51289,88462,1.0
2026,51289,85748,1.0
2027,51262,64358,1.0
2028,73602,72570,1.0
2029,73626,28570,1.0
2030,51195,30662,1.0
2031,51193,64299,1.0
2032,51193,64298,1.0
2033,73632,8790,1.0
2034,51181,86427,1.0
2035,51181,86426,1.0
2036,51153,42053,1.0
2037,51153,37751,1.0
2038,51102,73467,1.0
2039,51060,1914,1.0
2040,51056,14825,1.0
2041,51052,65695,1.0
2042,51303,71248,1.0
2043,51306,40422,1.0
2044,51306,40423,1.0
2045,73488,38031,1.0
2046,51432,76857,1.0
2047,51431,82587,1.0
2048,51431,82586,1.0
2049,51417,82998,1.0
2050,51407,19829,1.0
2051,51397,58048,1.0
2052,73488,38030,1.0
2053,73491,91354,1.0
2054,73602,72569,1.0
2055,73520,5331,1.0
2056,51375,88221,1.0
2057,51375,87865,1.0
2058,73524,45580,1.0
2059,73528,76902,1.0
2060,73561,26904,1.0
2061,51337,65558,1.0
2062,73297,3038,1.0
2063,52115,22921,1.0
2064,52197,61871,1.0
2065,73207,85356,1.0
2066,73099,24454,1.0
2067,73106,29550,1.0
2068,73140,15874,1.0
2069,73140,15876,1.0
2070,52970,61880,1.0
2071,73170,33115,1.0
2072,52917,66333,1.0
2073,52917,65866,1.0
2074,52896,53269,1.0
2075,52872,75052,1.0
2076,52838,91648,1.0
2077,73184,4220,1.0
2078,73184,6521,1.0
2079,52826,85976,1.0
2080,52826,85975,1.0
2081,52815,30447,1.0
2082,52777,71514,1.0
2083,53041,81178,1.0
2084,53041,82441,1.0
2085,53045,49386,1.0
2086,53214,23774,1.0
2087,73055,30047,1.0
2088,73055,30048,1.0
2089,73056,86480,1.0
2090,53253,62742,1.0
2091,53253,61140,1.0
2092,53245,21637,1.0
2093,53221,88017,1.0
2094,53213,11480,1.0
2095,53105,71654,1.0
2096,53195,39102,1.0
2097,53195,37035,1.0
2098,73080,15555,1.0
2099,73080,15556,1.0
2100,73083,27686,1.0
2101,73083,27941,1.0
2102,53105,73660,1.0
2103,52762,65554,1.0
2104,52704,4077,1.0
2105,73289,88833,1.0
2106,52668,71411,1.0
2107,73230,80439,1.0
2108,73230,80440,1.0
2109,52422,52367,1.0
2110,52398,7246,1.0
2111,52397,61917,1.0
2112,52395,67120,1.0
2113,52378,23542,1.0
2114,52348,22539,1.0
2115,52303,54121,1.0
2116,52303,54120,1.0
2117,73242,44581,1.0
2118,73248,15090,1.0
2119,73248,16816,1.0
2120,52247,58515,1.0
2121,52247,58514,1.0
2122,73284,89336,1.0
2123,52222,76761,1.0
2124,52468,13546,1.0
2125,52468,13550,1.0
2126,73225,76635,1.0
2127,52593,83019,1.0
2128,52668,71410,1.0
2129,52645,84171,1.0
2130,52645,84167,1.0
2131,52621,27867,1.0
2132,52616,90664,1.0
2133,52615,63286,1.0
2134,52615,63285,1.0
2135,73214,88619,1.0
2136,52493,78166,1.0
2137,52575,73588,1.0
2138,52575,73587,1.0
2139,73214,91447,1.0
2140,52497,83773,1.0
2141,52497,83772,1.0
2142,52494,28206,1.0
2143,52494,26836,1.0
2144,51052,65694,1.0
2145,51034,77495,1.0
2146,53349,44409,1.0
2147,49558,70915,1.0
2148,74147,46072,1.0
2149,74147,46073,1.0
2150,49506,68193,1.0
2151,49463,59,1.0
2152,49446,79434,1.0
2153,49443,76654,1.0
2154,49439,42757,1.0
2155,75151,10327,1.0
2156,74153,3017,1.0
2157,49394,61960,1.0
2158,49394,54579,1.0
2159,49378,13695,1.0
2160,49378,13694,1.0
2161,49341,9999,1.0
2162,49337,60043,1.0
2163,74180,67830,1.0
2164,49309,6473,1.0
2165,49558,67161,1.0
2166,74113,15584,1.0
2167,51023,1376,1.0
2168,49626,48119,1.0
2169,74111,71494,1.0
2170,49888,11290,1.0
2171,49888,3722,1.0
2172,74111,71495,1.0
2173,49879,81231,1.0
2174,49870,47237,1.0
2175,49870,43363,1.0
2176,49842,57029,1.0
2177,49839,8221,1.0
2178,49759,79841,1.0
2179,49738,75659,1.0
2180,49726,34674,1.0
2181,49718,22788,1.0
2182,49718,20844,1.0
2183,49710,78931,1.0
2184,49672,1870,1.0
2185,49663,10026,1.0
2186,49280,84611,1.0
2187,49277,78225,1.0
2188,74180,71484,1.0
2189,74204,71283,1.0
2190,49011,67539,1.0
2191,49011,67537,1.0
2192,49010,28482,1.0
2193,49008,29453,1.0
2194,49008,29452,1.0
2195,74299,75022,1.0
2196,48983,70572,1.0
2197,48954,86971,1.0
2198,48949,74968,1.0
2199,74360,32339,1.0
2200,48943,48951,1.0
2201,48930,80393,1.0
2202,48925,74875,1.0
2203,74387,2284,1.0
2204,48833,78305,1.0
2205,48800,36558,1.0
2206,48782,63296,1.0
2207,49026,15665,1.0
2208,49026,15787,1.0
2209,49067,60264,1.0
2210,49173,84542,1.0
2211,49252,90529,1.0
2212,74204,71286,1.0
2213,49230,30875,1.0
2214,49230,27388,1.0
2215,49229,15606,1.0
2216,49209,31742,1.0
2217,49180,29838,1.0
2218,49173,84541,1.0
2219,49076,362,1.0
2220,74243,53270,1.0
2221,74266,66388,1.0
2222,49128,57036,1.0
2223,49120,55252,1.0
2224,49111,47515,1.0
2225,49111,45646,1.0
2226,74266,66389,1.0
2227,49933,62480,1.0
2228,49936,26910,1.0
